n:1 mse_avg:39.91 mse_y:52.53 mse_u:10.34 mse_v:19.04 psnr_avg:32.12 psnr_y:30.93 psnr_u:37.99 psnr_v:35.33 
n:2 mse_avg:254.51 mse_y:370.24 mse_u:12.45 mse_v:33.64 psnr_avg:24.07 psnr_y:22.45 psnr_u:37.18 psnr_v:32.86 
n:3 mse_avg:46.99 mse_y:63.27 mse_u:10.12 mse_v:18.72 psnr_avg:31.41 psnr_y:30.12 psnr_u:38.08 psnr_v:35.41 
n:4 mse_avg:172.68 mse_y:249.81 mse_u:11.10 mse_v:25.73 psnr_avg:25.76 psnr_y:24.15 psnr_u:37.68 psnr_v:34.03 
n:5 mse_avg:188.24 mse_y:272.60 mse_u:11.54 mse_v:27.51 psnr_avg:25.38 psnr_y:23.78 psnr_u:37.51 psnr_v:33.74 
n:6 mse_avg:48.67 mse_y:65.76 mse_u:10.19 mse_v:18.77 psnr_avg:31.26 psnr_y:29.95 psnr_u:38.05 psnr_v:35.40 
n:7 mse_avg:160.91 mse_y:232.27 mse_u:11.17 mse_v:25.24 psnr_avg:26.06 psnr_y:24.47 psnr_u:37.65 psnr_v:34.11 
n:8 mse_avg:49.37 mse_y:66.68 mse_u:10.37 mse_v:19.13 psnr_avg:31.20 psnr_y:29.89 psnr_u:37.97 psnr_v:35.31 
n:9 mse_avg:48.59 mse_y:65.49 mse_u:10.34 mse_v:19.27 psnr_avg:31.27 psnr_y:29.97 psnr_u:37.99 psnr_v:35.28 
n:10 mse_avg:142.79 mse_y:205.43 mse_u:11.09 mse_v:23.90 psnr_avg:26.58 psnr_y:25.00 psnr_u:37.68 psnr_v:34.35 
n:11 mse_avg:45.67 mse_y:60.99 mse_u:10.44 mse_v:19.57 psnr_avg:31.53 psnr_y:30.28 psnr_u:37.94 psnr_v:35.21 
n:12 mse_avg:139.14 mse_y:199.98 mse_u:11.06 mse_v:23.88 psnr_avg:26.70 psnr_y:25.12 psnr_u:37.69 psnr_v:34.35 
n:13 mse_avg:121.40 mse_y:173.62 mse_u:10.92 mse_v:23.03 psnr_avg:27.29 psnr_y:25.73 psnr_u:37.75 psnr_v:34.51 
n:14 mse_avg:51.54 mse_y:69.78 mse_u:10.43 mse_v:19.70 psnr_avg:31.01 psnr_y:29.69 psnr_u:37.95 psnr_v:35.19 
n:15 mse_avg:104.56 mse_y:148.59 mse_u:10.82 mse_v:22.17 psnr_avg:27.94 psnr_y:26.41 psnr_u:37.79 psnr_v:34.67 
n:16 mse_avg:55.06 mse_y:74.94 mse_u:10.66 mse_v:19.94 psnr_avg:30.72 psnr_y:29.38 psnr_u:37.85 psnr_v:35.13 
n:17 mse_avg:54.76 mse_y:74.33 mse_u:10.93 mse_v:20.30 psnr_avg:30.75 psnr_y:29.42 psnr_u:37.75 psnr_v:35.06 
n:18 mse_avg:99.44 mse_y:140.64 mse_u:11.24 mse_v:22.83 psnr_avg:28.16 psnr_y:26.65 psnr_u:37.62 psnr_v:34.55 
n:19 mse_avg:53.12 mse_y:71.85 mse_u:10.84 mse_v:20.49 psnr_avg:30.88 psnr_y:29.57 psnr_u:37.78 psnr_v:35.02 
n:20 mse_avg:51.32 mse_y:69.21 mse_u:10.76 mse_v:20.29 psnr_avg:31.03 psnr_y:29.73 psnr_u:37.81 psnr_v:35.06 
n:21 mse_avg:85.36 mse_y:119.85 mse_u:10.98 mse_v:21.81 psnr_avg:28.82 psnr_y:27.34 psnr_u:37.72 psnr_v:34.74 
n:22 mse_avg:52.94 mse_y:71.55 mse_u:10.89 mse_v:20.59 psnr_avg:30.89 psnr_y:29.58 psnr_u:37.76 psnr_v:34.99 
n:23 mse_avg:96.00 mse_y:135.73 mse_u:11.06 mse_v:22.04 psnr_avg:28.31 psnr_y:26.80 psnr_u:37.69 psnr_v:34.70 
n:24 mse_avg:94.24 mse_y:133.03 mse_u:11.19 mse_v:22.14 psnr_avg:28.39 psnr_y:26.89 psnr_u:37.64 psnr_v:34.68 
n:25 mse_avg:57.36 mse_y:77.96 mse_u:11.14 mse_v:21.16 psnr_avg:30.54 psnr_y:29.21 psnr_u:37.66 psnr_v:34.88 
n:26 mse_avg:84.54 mse_y:118.49 mse_u:11.37 mse_v:21.92 psnr_avg:28.86 psnr_y:27.39 psnr_u:37.57 psnr_v:34.72 
n:27 mse_avg:56.86 mse_y:77.15 mse_u:11.25 mse_v:21.32 psnr_avg:30.58 psnr_y:29.26 psnr_u:37.62 psnr_v:34.84 
n:28 mse_avg:54.47 mse_y:73.64 mse_u:11.18 mse_v:21.10 psnr_avg:30.77 psnr_y:29.46 psnr_u:37.65 psnr_v:34.89 
n:29 mse_avg:88.92 mse_y:124.95 mse_u:11.47 mse_v:22.21 psnr_avg:28.64 psnr_y:27.16 psnr_u:37.53 psnr_v:34.67 
n:30 mse_avg:51.92 mse_y:69.69 mse_u:11.31 mse_v:21.47 psnr_avg:30.98 psnr_y:29.70 psnr_u:37.60 psnr_v:34.81 
n:31 mse_avg:50.90 mse_y:67.95 mse_u:11.53 mse_v:22.05 psnr_avg:31.06 psnr_y:29.81 psnr_u:37.51 psnr_v:34.70 
n:32 mse_avg:94.77 mse_y:133.33 mse_u:11.81 mse_v:23.50 psnr_avg:28.36 psnr_y:26.88 psnr_u:37.41 psnr_v:34.42 
n:33 mse_avg:55.73 mse_y:75.13 mse_u:11.67 mse_v:22.19 psnr_avg:30.67 psnr_y:29.37 psnr_u:37.46 psnr_v:34.67 
n:34 mse_avg:74.92 mse_y:103.78 mse_u:11.81 mse_v:22.59 psnr_avg:29.38 psnr_y:27.97 psnr_u:37.41 psnr_v:34.59 
n:35 mse_avg:100.94 mse_y:142.64 mse_u:11.91 mse_v:23.14 psnr_avg:28.09 psnr_y:26.59 psnr_u:37.37 psnr_v:34.49 
n:36 mse_avg:59.12 mse_y:80.27 mse_u:11.72 mse_v:21.88 psnr_avg:30.41 psnr_y:29.09 psnr_u:37.44 psnr_v:34.73 
n:37 mse_avg:93.92 mse_y:132.01 mse_u:12.00 mse_v:23.46 psnr_avg:28.40 psnr_y:26.92 psnr_u:37.34 psnr_v:34.43 
n:38 mse_avg:59.12 mse_y:80.22 mse_u:11.73 mse_v:22.10 psnr_avg:30.41 psnr_y:29.09 psnr_u:37.44 psnr_v:34.69 
n:39 mse_avg:57.23 mse_y:77.22 mse_u:12.13 mse_v:22.38 psnr_avg:30.55 psnr_y:29.25 psnr_u:37.29 psnr_v:34.63 
n:40 mse_avg:88.50 mse_y:123.74 mse_u:12.30 mse_v:23.72 psnr_avg:28.66 psnr_y:27.21 psnr_u:37.23 psnr_v:34.38 
n:41 mse_avg:54.40 mse_y:72.93 mse_u:12.12 mse_v:22.51 psnr_avg:30.78 psnr_y:29.50 psnr_u:37.29 psnr_v:34.61 
n:42 mse_avg:63.34 mse_y:86.47 mse_u:11.97 mse_v:22.23 psnr_avg:30.11 psnr_y:28.76 psnr_u:37.35 psnr_v:34.66 
n:43 mse_avg:62.27 mse_y:84.96 mse_u:11.96 mse_v:21.81 psnr_avg:30.19 psnr_y:28.84 psnr_u:37.36 psnr_v:34.74 
n:44 mse_avg:59.52 mse_y:80.78 mse_u:12.17 mse_v:21.82 psnr_avg:30.38 psnr_y:29.06 psnr_u:37.28 psnr_v:34.74 
n:45 mse_avg:66.13 mse_y:90.83 mse_u:11.93 mse_v:21.52 psnr_avg:29.93 psnr_y:28.55 psnr_u:37.36 psnr_v:34.80 
