n:1 mse_avg:58.81 mse_y:77.35 mse_u:14.12 mse_v:29.34 psnr_avg:30.44 psnr_y:29.25 psnr_u:36.63 psnr_v:33.46 
n:2 mse_avg:252.12 mse_y:365.80 mse_u:14.49 mse_v:35.03 psnr_avg:24.11 psnr_y:22.50 psnr_u:36.52 psnr_v:32.69 
n:3 mse_avg:61.14 mse_y:81.11 mse_u:13.92 mse_v:28.46 psnr_avg:30.27 psnr_y:29.04 psnr_u:36.69 psnr_v:33.59 
n:4 mse_avg:188.49 mse_y:271.30 mse_u:14.14 mse_v:31.60 psnr_avg:25.38 psnr_y:23.80 psnr_u:36.62 psnr_v:33.13 
n:5 mse_avg:203.38 mse_y:293.21 mse_u:14.38 mse_v:33.05 psnr_avg:25.05 psnr_y:23.46 psnr_u:36.55 psnr_v:32.94 
n:6 mse_avg:70.44 mse_y:95.03 mse_u:14.02 mse_v:28.51 psnr_avg:29.65 psnr_y:28.35 psnr_u:36.66 psnr_v:33.58 
n:7 mse_avg:177.76 mse_y:255.27 mse_u:14.20 mse_v:31.32 psnr_avg:25.63 psnr_y:24.06 psnr_u:36.61 psnr_v:33.17 
n:8 mse_avg:74.10 mse_y:100.35 mse_u:14.19 mse_v:29.00 psnr_avg:29.43 psnr_y:28.12 psnr_u:36.61 psnr_v:33.51 
n:9 mse_avg:77.47 mse_y:105.38 mse_u:14.20 mse_v:29.10 psnr_avg:29.24 psnr_y:27.90 psnr_u:36.61 psnr_v:33.49 
n:10 mse_avg:157.26 mse_y:224.66 mse_u:14.22 mse_v:30.70 psnr_avg:26.16 psnr_y:24.62 psnr_u:36.60 psnr_v:33.26 
n:11 mse_avg:60.10 mse_y:79.58 mse_u:13.75 mse_v:28.55 psnr_avg:30.34 psnr_y:29.12 psnr_u:36.75 psnr_v:33.58 
n:12 mse_avg:136.36 mse_y:193.67 mse_u:13.78 mse_v:29.71 psnr_avg:26.78 psnr_y:25.26 psnr_u:36.74 psnr_v:33.40 
n:13 mse_avg:125.63 mse_y:177.48 mse_u:13.87 mse_v:30.00 psnr_avg:27.14 psnr_y:25.64 psnr_u:36.71 psnr_v:33.36 
n:14 mse_avg:68.62 mse_y:92.12 mse_u:13.94 mse_v:29.33 psnr_avg:29.77 psnr_y:28.49 psnr_u:36.69 psnr_v:33.46 
n:15 mse_avg:117.58 mse_y:165.30 mse_u:13.94 mse_v:30.37 psnr_avg:27.43 psnr_y:25.95 psnr_u:36.69 psnr_v:33.31 
n:16 mse_avg:74.42 mse_y:100.59 mse_u:14.35 mse_v:29.83 psnr_avg:29.41 psnr_y:28.11 psnr_u:36.56 psnr_v:33.38 
n:17 mse_avg:77.77 mse_y:105.35 mse_u:14.63 mse_v:30.56 psnr_avg:29.22 psnr_y:27.90 psnr_u:36.48 psnr_v:33.28 
n:18 mse_avg:112.10 mse_y:156.67 mse_u:14.58 mse_v:31.32 psnr_avg:27.63 psnr_y:26.18 psnr_u:36.49 psnr_v:33.17 
n:19 mse_avg:82.87 mse_y:112.76 mse_u:14.78 mse_v:31.39 psnr_avg:28.95 psnr_y:27.61 psnr_u:36.43 psnr_v:33.16 
n:20 mse_avg:82.96 mse_y:113.00 mse_u:14.64 mse_v:31.17 psnr_avg:28.94 psnr_y:27.60 psnr_u:36.48 psnr_v:33.19 
n:21 mse_avg:89.51 mse_y:123.55 mse_u:13.93 mse_v:28.93 psnr_avg:28.61 psnr_y:27.21 psnr_u:36.69 psnr_v:33.52 
n:22 mse_avg:64.21 mse_y:85.62 mse_u:14.08 mse_v:28.70 psnr_avg:30.05 psnr_y:28.81 psnr_u:36.64 psnr_v:33.55 
n:23 mse_avg:102.74 mse_y:143.19 mse_u:14.16 mse_v:29.54 psnr_avg:28.01 psnr_y:26.57 psnr_u:36.62 psnr_v:33.43 
n:24 mse_avg:103.21 mse_y:143.63 mse_u:14.56 mse_v:30.17 psnr_avg:27.99 psnr_y:26.56 psnr_u:36.50 psnr_v:33.33 
n:25 mse_avg:74.81 mse_y:101.04 mse_u:14.69 mse_v:29.97 psnr_avg:29.39 psnr_y:28.09 psnr_u:36.46 psnr_v:33.36 
